text,label
ສອນຄວາມຮ້ອນແລະພະຍາຍາມແກ້ໄຂທຸກຄໍາຖາມຂອງນັກຮຽນ,positive
ຄູສອນໃຫ້ຄວາມຮ້ອນແລະເຂົ້າໃຈ,positive
ດັ່ງນັ້ນທ່ານຕ້ອງມີເອກະສານທີ່ຖືກຕ້ອງ,negative
ຄູສອນງ່າຍ,positive
ຄູສອນເວົ້າພາສາລາວຍາກທີ່ຈະຟັງແລະຍາກທີ່ຈະເຂົ້າໃຈ,negative
ຄູສອນບົດຮຽນທີ່ຫນ້າເບື່ອແລະຫນ້າເບື່ອຫຼາຍແລະຮູບແຕ້ມຂອງໂຮງຮຽນ,negative
ຄູ ສອນ ໄດ້ ກ່າວ ວ່າ ກຸ່ມ ທີ່ ບໍ່ ມີ ໃຜ ຮູ້ ວ່າ ບໍ່ ມີ ໃຜ ຮູ້ ວ່າ ບໍ່ ມີ ໃຜ ຮູ້ ວ່າ ບໍ່ ມີ ຫຍັງ ເລີຍ ທີ່ ຈະ ເອົາ ຫຍັງ ໃສ່ ຫົວ ຂໍ້ ທີ່ ເອີ້ນ ວ່າ ການ ເວົ້າ ເຖິງ ຫົວ ຂໍ້ ແລະ ວິ ທີ ການ ເຮັດ ໃຫ້ ເຂົາ ເຈົ້າ,negative
ບໍ່ມີຄວາມສົນໃຈຂອງນັກຮຽນ,negative
ບໍ່ ໃຫ້ ການ ຝຶກ ອົບ ຮົມ ບ້ານ ເຮືອນ aposs ບົດ ຮຽນ aposs ຫຼາຍ ກວ່າ ທິດສະດີ,negative
ງ່າຍທີ່ຈະເຂົ້າໃຈມັນແມ່ນເວລາ,positive
ດັ່ງ ນັ້ນ ຄໍາ ວ່າ doubledot ນັກຮຽນ ຊັ້ນ ຮຽນ ບໍ່ ໄດ້ ຮັບ ຜົນ ປະ ໂຫຍ ດ ຫຍັງ ເພາະ ວ່າ ຄູ ບໍ່ ໄດ້ ຮັບ ການ ນໍາພາ ພຽງ ແຕ່ ນັ່ງ ຢູ່ ບ່ອນ ດຽວ ບ່ອນ ທີ່ ຄູ ສອນ ບໍ່ ໄດ້ ຮັບ ການ ສອນ ຊັ້ນ ຮຽນ ບ່ອນ ທີ່ ຄູ ສອນ ບໍ່ ໄດ້ ຮັບ ການ ສອນ ຢູ່ ໃນ ຫ້ອງ ຮຽນ ອີກ ເທື່ອ ຫນຶ່ງ,negative
ດັ່ງນັ້ນຄວາມຮ້ອນແລະຄວາມຮ້ອນແມ່ນຖືກຕ້ອງ,positive
ຄູມີຄວາມສຸກແລະສອນໄດ້ງ່າຍ,positive
ຄູສອນຫຼືຜູ້ສອນການຝຶກອົບຮົມທີ່ຫນ້າສົນໃຈ,positive
ນັກຮຽນບໍ່ໄດ້ບັນລຸຄວາມຮູ້ຢ່າງເຕັມທີ່ແທ້ໆ,negative
ມັນເປັນຄວາມຮ້ອນແລະມີຄວາມສະຫນິດສະຫນົມຫຼາຍສໍາລັບນັກຮຽນ,positive
ມັນເປັນເລື່ອງທີ່ຍາກຫຼາຍທີ່ຈະຄິດວ່າມັນຍາກຫຼາຍທີ່ຈະຄິດ,negative
ຫຼາຍຄວາມຮູ້ທີ່ເຫມາະສົມ,positive
ຄູສອນທີ່ສົນໃຈໃນການສອນນັກຮຽນ,positive
ຄູສອນທີ່ມີຄວາມສະຫວ່າງແລະມີວິທີການແກ້ໄຂແລະແກ້ໄຂການເຮັດວຽກທີ່ຊ່ວຍໃຫ້ນັກຮຽນຈື່ໄດ້ດົນ,positive
ນາງມີຄວາມສົນໃຈແລະມີຄວາມສຸກ,positive
ມີຄວາມສຸກແລະຄວາມສຸກ,positive
ທິດສະດີ,neutral
ເມື່ອ ທ່ານ ກ່າວ ວ່າ ຄູ ສອນ ນັ້ນ ເປັນ ເປົ້າ ຫມາຍ ສໍາ ລັບ ທ່ານ ທີ່ ຈະ ເຂົ້າ ໃຈ ຕົວ ທ່ານ ເອງ ເພື່ອ ໃຫ້ ມີ ຄວາມ ຄິດ ທີ່ ດີ ທີ່ ສຸດ,neutral
ເນື້ອຫາຂອງວິທະຍາສາດແລະຄວາມຮູ້ແມ່ນເຕັມໄປດ້ວຍ,positive
ດັ່ງນັ້ນ ຈຶ່ງຄວນຈະໃຫ້ຕົວຢ່າງທີ່ດີກວ່າສໍາລັບການຮຽນຮູ້ແລະສອນນັກຮຽນສໍ້ລາດບັງຫຼວງໂດຍພື້ນຖານ,negative
ຄູສອນເຮັດວຽກໃຫ້ເວລາໃນຫ້ອງຮຽນແລະຈະຈັດໃຫ້ແລະໃຫ້ຄວາມຮູ້ແກ່ນັກຮຽນແລະໃຫ້ຄວາມຮູ້ແກ່ນັກຮຽນແລະເອກະສານທີ່ເຕັມໄປດ້ວຍ,negative
ດັ່ງນັ້ນຈຶ່ງມີປ່ອງຢ້ຽມເພີ່ມເຕີມທີ່ປົກປ້ອງປ່ອງຢ້ຽມເພາະ doubledot ເມື່ອທ່ານເປີດເຄື່ອງກວດສອບແລ້ວທ່ານກໍຢູ່ລຸ່ມຫ້ອງຮຽນເບິ່ງບໍ່ເຫັນ,negative
ຂ້ອຍມັກທີ່ຈະເອົາຕົວຢ່າງແລະຂະຫຍາຍບົດຮຽນຂອງຄູ,positive
ລະບົບຫີນບໍ່ເຫັນໄດ້ຊັດເຈນ,negative
ຄວາມອຶດຫິວແລະຄວາມກະຕືລືລົ້ນ,positive
ຫ້ອງຮຽນແມ່ນຮ້ອນ,negative
ຂ້າພະເຈົ້າຂໍຂອບໃຈ,positive
ນາງມັກຈະໄປຮຽນຢູ່ໂຮງຮຽນເຖິງແມ່ນວ່າຈະໄປຮຽນແລະພາສາລາວມີຂໍ້ຜິດພາດຫຼາຍໃນຄໍາສັບແລະສ່ວນທີ່ຂຽນ,negative
ນາງໄດ້ເຮັດຫຼາຍ,positive
ນາງ wzjwz positive75 ລາຍ ລະ ອຽດ ຫຼາຍ ແລະ ງ່າຍ ຫຼາຍ,positive
ການປະຕິບັດຄວາມຮູ້ທີ່ບໍ່ມີທິດສະດີ,negative
ຫ້ອງຮຽນມີເຄື່ອງກວດເບິ່ງທີ່ຫນ້າເສົ້າຫຼາຍແລະບາງຄັ້ງແສງແດດບໍ່ສາມາດເຫັນໄດ້,negative
ຈໍານວນນັກຮຽນທີ່ກວ້າງຂວາງຫຼາຍສໍາລັບຫ້ອງຮຽນຄວນຈະຫຼຸດລົງປະມານ 3negative ຫາ 5negative ເປີເຊັນ,negative
ດັ່ງນັ້ນຈຶ່ງມີຄູຫຼາຍຄົນທີ່ຈະສອນຄືກັບທ່ານ wzjwzneutral47,positive
ຄູເວົ້າຫຼາຍຄືກັບຮູບແຕ້ມຖ້າຫາກວ່າມີຕົວຢ່າງສະເພາະທີ່ເຂົ້າໃຈໄດ້ດີກວ່າ,negative
ບັດ ນີ້ ການ ດໍາ ເນີນ ງານ ແມ່ນ ດີ ເລີດ ທີ່ ນາງ ໄດ້ ສ້າງ ການ ເຊື່ອມ ຕໍ່ ລະ ຫວ່າງ ນັກ ຮຽນ ກັບ ນັກ ຮຽນ,positive
ສອນຄວາມຮູ້ໃນການແຂ່ງຂັນ,positive
ມັນເປັນເລື່ອງທີ່ຫນ້າຕື່ນເຕັ້ນຫຼາຍ,negative
ບົດຮຽນຂອງຄູແມ່ນດີຫຼາຍໃນການເກັບກໍາ,positive
ນາງ aposs ເກີນໄປແລະນາງ aposs ພຽງແຕ່ໄປສອນໂທລະສັບ,positive
ນາງaposs pretty ໂງ່,positive
ມີຄວາມຮ້ອນແລະຄວາມຮູ້ສຶກທີ່ເຕັມໄປດ້ວຍ,positive
ມີຄວາມສຸກໃນການສອນແລະຄວາມມ່ວນຊື່ນ,positive
ດັ່ງນັ້ນຈຶ່ງມີລາຍງານການເດີນທາງໃນຫ້ອງທົດລອງສະເພາະໃນຫ້ອງທົດລອງເພື່ອແກ້ໄຂການຝຶກອົບຮົມໃຫ້ຜູ້ໃດຜູ້ຫນຶ່ງທີ່don apost ເຂົ້າໃຈວິທີເຮັດ,positive
ຫຼືໃຫ້ນັກຮຽນເຮັດການຝຶກອົບຮົມແມ່ນບໍ່ຖືກຕ້ອງ,negative
ຫວັງວ່າໂຮງຮຽນຈະຍົກເຄື່ອງຈັກເກົ່າໃນຫ້ອງທົດລອງເພື່ອໃຫ້ນັກຮຽນມີເຄື່ອງຈັກຈໍານວນຫຼາຍທີ່ຈະຮຽນຮູ້,negative
ຄູສອນແມ່ນຍາກຫຼາຍແລະບົດຮຽນແມ່ນຫນັກຫຼາຍສໍາລັບນັກຮຽນທີ່ບໍ່ມີວິຊາຊີບ,negative
ດັ່ງນັ້ນຈຶ່ງມີຄວາມຮູ້ໃຫມ່ຫຼາຍ,positive
ດັ່ງນັ້ນຈຶ່ງຂໍໃຫ້ມີການວາງຫນ້າຈໍເພີ່ມເຕີມໃນປ່ອງຢ້ຽມຫ້ອງຮຽນເພື່ອໃຫ້ສາມາດເບິ່ງເຄື່ອງກວດສອບໄດ້ດີຂຶ້ນ,negative
ຄູຄວນຈະເວົ້າເຖິງຈຸດສໍາຄັນ,negative
ສອນຢ່າງຫນັກ,positive
ຄູໄດ້ຕອບຄໍາຖາມທີ່ຫນ້າອັດສະຈັນຫຼາຍ,positive
ຫ້ອງເກົ່າ ແຕ່ໂດຍທົ່ວໄປແລ້ວບໍ່ມີຜົນກະທົບເພາະຄູສອນມີຄວາມຮ້ອນຫຼາຍ,neutral
ນາງສອນຄວາມຮູ້ສຶກແລະຄວາມຍິນດີແລະຄວາມຍິນດີແລະການສອນທີ່ດີຫຼາຍ,positive
ນາງມີຄວາມສົນໃຈຫຼາຍ,positive
ຄູສອນຫນ້ອຍຄໍາສອນໃຫມ່ແລະໂຄງສ້າງຂອງພາສາ vdotv,positive
ແຕ່ມັກຈະໃຫ້ການເຮັດວຽກໃນຫ້ອງຮຽນທີ່ມີເວລາທີ່ຫຍຸ້ງຍາກແລະຈຸດທີ່ຂາດຄວາມຍຸຕິທໍາ,negative
ຄູສອນສອນໄດ້ສົ່ງປະສົບການທີ່ແທ້ຈິງໃຫ້ແນ່ໃຈວ່າຕອນນີ້ໄປຫ້ອງຮຽນ,positive
ສອນດ້ວຍພາສາອັງກິດແລະການເດີນທາງທີ່ມ່ວນ,positive
ຄູມີຄວາມຮູ້ສຶກແລະຄວາມສຸກແລະຄວາມເຫັນອົກເຫັນໃຈແລະຄວາມເຫັນອົກເຫັນໃຈ,positive
ຄູສອນໄດ້ຊ້າລົງແລະງ່າຍດາຍຫຼາຍເພື່ອໃຫ້ສາມາດແກ້ໄຂບັນຫາຂອງນັກຮຽນໄດ້,positive
ຄູຕ້ອງແຈ້ງບັນຫາທັງຫມົດທີ່ນັກຮຽນຕ້ອງຮູ້ໃນ moodle ສະຫນອງຮູບແຕ້ມທີ່ເຮັດກ່ອນການເຮັດເພື່ອຮຽນຮູ້ກ່ອນ,negative
ນາງໄດ້ສອນຄວາມຮ້ອນໃຫ້ເຂົ້າໃຈແລະແກ້ໄຂລາຍລະອຽດ,positive
ບົດຮຽນທີ່ຍາກເກີນໄປແລະຮຽນຮູ້ພຽງແຕ່ຫນ້ອຍຫນຶ່ງກ່ຽວກັບວິຊາຄະນິດສາດແລະຄູບໍ່ໄດ້ apost ເຂົ້າໄປໃນຄະນິດສາດ,negative
ຫ້ອງຂາດຄຸນນະພາບຫຼາຍທີ່ສຸດແມ່ນເຄື່ອງສະແດງທີ່ບໍ່ມີສີເຫຼືອງແລະເຮັດໃຫ້ການສະແດງຮູບເງົາຫຼຸດລົງໃນຜົນໄດ້ຮັບທີ່ນັກວິສະວະກອນ wzjwz33 aposs simulation ແບບແຜນ,negative
ຄູສອນບົດຮຽນຫນ້ອຍຫນຶ່ງໃນຂະນະທີ່ຄວາມຮູ້ຫຼາຍແລະສ່ວນໃຫຍ່ບອກນັກຮຽນໃຫ້ Google ຊອກຫາແລະຮຽນຮູ້ແລະບົດຮຽນແມ່ນບໍ່ເທົ່າທຽມກັນກັບບົດຮຽນທິດສະດີແລະມັນໄດ້ເຮັດກ່ອນຫນ້ານີ້,negative
ຄູອາຈານທີ່ມີຄວາມກະຕືລືລົ້ນ,positive
ບັດ ນີ້ ວິຊາ ຄະນິດສາດ ມີ ພຽງ ແຕ່ ສອງ ຊົ່ວ ໂມງ ເທົ່າ ນັ້ນ ດັ່ງນັ້ນ ຄວາມ ຮູ້ ບໍ່ ໄດ້ ສື່ສານ ເທື່ອ ແລ້ວ ເທື່ອ ອີກ ຈົນ ວ່າ ເວລາ ທີ່ ຂ້າພະ ເຈົ້າ ໄດ້ ແຈກ ຢາຍ ວິຊາ ຄະນິດສາດ ບໍ່ ໄດ້ ສື່ສານ ຫລາຍ ປານ ໃດ ຈົນ ວ່າ ຂ້າພະ ເຈົ້າ ໄດ້ ຮຽນ ຮູ້ ສາມ ຊົ່ວ ໂມງ ເທົ່າ ນັ້ນ ແລະ ຕອນ ເຊົ້າ ກໍ ໄດ້ ຮຽນ ຮູ້ ສອງ ຊົ່ວ ໂມງ,negative
ຮູບແຕ້ມທີ່ເຂົ້າໃຈໄດ້ງ່າຍ,positive
ນັກຮຽນທີ່ຖິ້ມຖິ້ມຫຼາຍຫຼັງຈາກສາມອາທິດແລ້ວກໍມີຄູອີກຄົນຫນຶ່ງທີ່ປ່ຽນແປງ,negative
ນາງສອນຄວາມມ່ວນຊື່ນ,positive
ດັ່ງນັ້ນຈຶ່ງຕ້ອງການເອກະສານພາສາອັງກິດເພາະຫຼາຍຄັ້ງທີ່ບໍ່ມີໃຜເປັນຄົນດີທີ່ຈະຕິດຕາມຮູບແຕ້ມພາສາລາວ,negative
ເພາະວ່າມັນaposs ໂດຍສະເພາະໃນວິຊາຄະນິດສາດດັ່ງນັ້ນເມື່ອ code ຄວນກັບໄປເບິ່ງເວລາທີ່ code ດົນກວ່າສໍາລັບນັກຮຽນເຖິງແມ່ນວ່າພວກເຂົາເຂົ້າໃຈ code ແຕ່ມັນaposs ຍາກທີ່ຈະຈິນຕະນາການຕົນເອງຢ່າງແນ່ນອນ,negative
ສອນຄວາມຮ້ອນແລະສອນຂ້ອຍ,positive
ຄວາມສາມາດໃນການສື່ສານຂອງຄູແມ່ນຈໍາກັດ,negative
ມັນເປັນຄວາມຮ້ອນສະເຫມີແລະພວກເຮົາໄດ້ເກັບກໍາຂໍ້ມູນໃຫມ່ທີ່ສຸດສໍາລັບນັກຮຽນ,positive
ຄູມີຄວາມສະຫນິດສະຫນົມຫຼາຍແລະເຂົ້າໃຈນັກຮຽນ,positive
ຄູສອນສອນຄວາມຮູ້ສຶກແລະຄວາມເອົາໃຈໃສ່ແລະເຮັດໃຫ້ສະພາບທີ່ດີທີ່ສຸດສໍາລັບນັກຮຽນແລະຄວາມຈໍາເປັນ,positive
ແທ້ ຈິງ ແລ້ວ ໃນ ເລື່ອງ ນີ້ ລະບົບ ຄວາມຮູ້ ທີ່ ແທ້ ຈິງ ແລ້ວ ແມ່ນ ລະບົບ ຂໍ້ ມູນ ແລະ ວິ ທະ ຍາ ສາດ ຄອມ ພິວ ເຕີ ເກືອບ ຄື ກັນ ກັບ ຄວາມຮູ້ ສອນ ແຕ່ ແຕກ ຕ່າງ ກັນ ກ່ຽວ ກັບ ຈໍານວນ,negative
ຄວາມອົດທົນແລະຄວາມອົດທົນແມ່ນພຽງແຕ່ຜິດສໍາລັບນັກຮຽນທີ່ເຮັດ,positive
ນາງມີຄວາມສະບາຍໃຈແລະມີຄວາມສຸກຫຼາຍ ແລະ ນາງໄດ້ແກ້ໄຂຄໍາຖາມໃຫ້ນັກຮຽນເຂົ້າໃຈ,positive
ຖ້າຫາກວ່າມີບົດຮຽນໃດໃນບົດຮຽນຕໍ່ໄປທີ່ຄູສອນໄດ້ສອນແລ້ວ ຫວັງວ່າຫ້ອງຮຽນຈະໃຫ້ເງື່ອນໄຂແກ່ຄູຕໍ່ໄປ,positive
ວິທີການສອນຂອງທ່ານແມ່ນມີປະສິດທິພາບແທ້ໆ ແລະ ດຶງດູດໃຈ,positive
ຄູມີຄວາມກະຕືລືລົ້ນແລະມີຄວາມສຸກແລະລະບົບຄວາມຮູ້ໃຫ້ພວກເຮົາເຫັນໄດ້ຢ່າງຈະແຈ້ງ,positive
ດັ່ງນັ້ນໃນທາງບວກຈຶ່ງສະຫນັບສະຫນູນນັກຮຽນ,positive
ຫ້ອງ lab wzjwzneutral43 ຮ້ອນເກີນໄປ,negative
ຫ້ອງເຄື່ອງຈັກບໍ່ໄດ້ຕອບສະຫນອງໄດ້ດີແລະມັນກໍ່ໃຫ້ເກີດຄວາມຫຍຸ້ງຍາກໃນການເຮັດ,negative
ສອນຄວາມຮ້ອນແລະມ່ວນຊື່ນແລະງ່າຍດາຍ,positive
ລໍຖ້າໃຫ້ນາງອາຍຸດົນປານໃດກັບໂຮງຮຽນ,positive
ແທນ ທີ່ ຈະ ໃຫ້ ນັກຮຽນ ສອນ ເນື້ອ ຫາ ທັງ ຫມົດ ແລະ ຄູ ຄວນ ສອນ ເນື້ອ ຫາ ທັງ ຫມົດ ແລະ ໃຫ້ ນັກຮຽນ ຮຽນ ຮູ້ ແລະ ສອນ ບົດ ຄວາມ ໃຫມ່ ແລະ ບໍ່ ໄດ້ ຢູ່ ໃນ ຫ້ອງ ຮຽນ,negative
ດັ່ງນັ້ນຈຶ່ງມີບົດຮຽນການແກ້ໄຂໂດຍກົງໃນຫ້ອງຮຽນ,negative
ມັນເປັນການສົ່ງຂໍ້ຄວາມທີ່ດີ,positive
ຄູສອນບົດຮຽນແມ່ນຫນ້າສົນໃຈແລະຄວາມຮ້ອນ,positive
ດັ່ງນັ້ນມັນຈຶ່ງເຮັດວຽກສໍາລັບແຕ່ລະກຸ່ມໃນການສະແດງກ່ຽວກັບຫົວຂໍ້ທີ່ໄດ້ຮັບການມອບຫມາຍ,neutral
ແລະ ຂ້າພະ ເຈົ້າ ໄດ້ ຕອບ ຄໍາ ຖາມ ຕໍ່ ຫ້ອງ ຮຽນ ຂອງ ຂ້າພະ ເຈົ້າ ກ່ຽວ ກັບ ກົດ ຫມາຍ ທີ່ ຮ້ອນ ອົບ ອຸ່ນ,positive
ຄູສອນດີຂອບໃຈຫຼາຍໆ,positive
ຄູສອນຫຼືຄວາມສຸກແລະຄວາມສຸກ,positive
ດັ່ງນັ້ນທ່ານຕ້ອງເປີດຫ້ອງຮຽນ,negative
ຄວາມຮູ້ທີ່ຊ່ຽວຊານສູງ,positive
ບົດຮຽນຄວນຖືກຈັບດ້ວຍຄໍາປາໄສຫຼາຍກວ່າ,negative
ດັ່ງນັ້ນມັນຈຶ່ງເຮັດໃຫ້ຄວາມຮູ້ເລີ່ມຕົ້ນທີ່ເຕັມໄປດ້ວຍນັກຮຽນໃຫມ່ໃນໂຮງຮຽນ,positive
ຂ້ອຍນອນຢູ່ຫ້ອງຮຽນຫຼາຍເກີນໄປ,negative
ອຸປະກອນທີ່ຈະເຮັດຫນ້ອຍ,negative
ຟັງງ່າຍ,neutral
ດັ່ງນັ້ນການທົດສອບທິດສະດີທີ່ພວກເຮົາສາມາດ apost ສາມາດໃຫ້ເວລາແກ່ພວກເຂົາເພື່ອຮຽນຮູ້ອີກຕໍ່ໄປ,negative
ດັ່ງນັ້ນຈຶ່ງຄວນຢຸດການຫຼອກລວງນັກຮຽນ,negative
ສອນຈິດໃຈ,positive
ນາງມີຄວາມສົນໃຈຫຼາຍ ແລະ ຄວາມອຶດອັດ,positive
ຄູສອນແມ່ນມີຄວາມສົນໃຈຕໍ່ນັກຮຽນ,positive
ດັ່ງນັ້ນກັບຄູສອນທີ່ສອນພາສາລາວຄວນໃຫ້ທ່ານບາງຄົນບໍ່ຮຽນຮູ້ດີລາວຂຽນຄືກັບລາວທີ່ຈະເຂົ້າໃຈວ່າການຮຽນຮູ້ແມ່ນຍາກ,negative
ດັ່ງນັ້ນມັນຈຶ່ງເປັນຄໍາຖາມ,neutral
ຄູສອນແລະຄວາມຮັກ,positive
ດັ່ງນັ້ນຈຶ່ງມີຄໍາສັບທີ່ແຈ່ມແຈ້ງກວ່າກ່ຽວກັບການເຮັດ,negative
ນາງໄດ້ສອນດີເກີນໄປ,positive
ຄູສອນມີຄວາມເຂົ້າໃຈງ່າຍແລະມີຄວາມກະຕືລືລົ້ນຕໍ່ນັກຮຽນແລະຄວາມກະຕືລືລົ້ນຕໍ່ບົດຮຽນ,positive
ການສ້າງອາກາດທີ່ມ່ວນເມື່ອສອນ,positive
ຫວັງວ່າສິ່ງໃດກໍຕາມທີ່ມັນaposs ຍິ່ງໃຫຍ່,positive
ຄູດີຫຼາຍມີວິທີການສອນທີ່ດີຫຼາຍແລະຫວັງວ່າລາວຈະສືບຕໍ່ເຕີບໂຕ,positive
ຄູສອນໄດ້ຮຽນຮູ້ທີ່ຈະເຮັດບົດຮຽນ,positive
ສຽງບໍ່ດີ,negative
ຄູຄວນຈະປ່ອຍໃຫ້ພວກເດັກນ້ອຍຄົນນີ້ລົ້ມເຫຼວໃນການຮຽນຮູ້ colonbigsmile ຫຼາຍເກີນໄປ,negative
ຫຼີກເວັ້ນການຫມູນວຽນແລະຫຼີກເວັ້ນເນື້ອຫາຫຼັກຂອງບົດຮຽນ,negative
ຄູສອນທີ່ມີຄວາມສະຫວ່າງແລະຄວາມສະບາຍໃຈກັບນັກຮຽນ,positive
ສຽງຂອງລາວແມ່ນດີຫຼາຍແລະມິດງຽບກັບນັກຮຽນ,positive
ເມື່ອ ທ່ານ ຂຶ້ນ ຫ້ອງ ຮຽນ ທ່ານ ພຽງ ແຕ່ ໄດ້ ອ່ານ ຮູບ ພາບ ຈາກ ຕອນ ຕົ້ນ ໄປ ຫາ ຕອນ ສຸດ ທ້າຍ ແລະ ທ່ານ ໄດ້ ບອກ ພວກ ເຂົາ ເຈົ້າ ວ່າ ທ່ານ ເອົາ ຮູບ ພາບ ໃສ່ ຂໍ້ຄວາມ,negative
ວັດຖຸຕ້ອງໄດ້ປັບປຸງ,negative
ວິຊາຄະນິດສາດຕ້ອງມີຄະນິດສາດທີ່ເຫັນໄດ້ແຈ້ງຫຼືຄະນິດສາດເພື່ອໃຫ້ນັກຮຽນເຂົ້າໃຈວ່າທ່ານກໍາລັງຮຽນຮູ້ຫຍັງ,negative
ວິທີທີ່ນາງໄດ້ໂພສການສື່ສານແມ່ນດີ ແຕ່ນາງໄດ້ຍິນເມື່ອມັນaposs ງ່າຍທີ່ຈະນອນແລະຮຽນຮູ້ສີ່ຊົ່ວໂມງດັ່ງນັ້ນປະມານສອງຊົ່ວໂມງຕໍ່ມາມີບາງທ່ານນອນ,negative
ຄູມີຄວາມສົນໃຈຫຼາຍແລະຄວາມອຶດອັດ,positive
ພຽງແຕ່ຈັດງານວາງສະແດງສິລະປະແລະໂຮງຮຽນຕ້ອງໄດ້ເຂົ້າໄປແລະໃຫ້ທຶນການສຶກສາຫຼາຍຂຶ້ນແລະໄດ້ຮັບລາງວັນສູງຂຶ້ນແລະມີທຶນການສຶກສາຫຼາຍຂຶ້ນ,negative
ຫ້ອງ ທົດ ລອງ ຍັງ ບໍ່ ຮັບປະກັນ ວ່າ ນັກຮຽນ ພຽງພໍ ຂອງ ຫ້ອງ ທົດ ລອງ,negative
ຊ່ວຍຜູ້ຟັງຄວາມຮັກແລະຄວາມສຸກແລະຜູ້ຟັງແມ່ນບໍ່ເຄີຍມີ,positive
ຄວາມສາມາດໃນການສື່ສານທີ່ດີແລະມີຄວາມເຂົ້າໃຈແລະຄວາມກະຕືລືລົ້ນແລະຄວາມກະຕືລືລົ້ນ,positive
ຫ້ອງ ທົດ ລອງ ໄດ້ ດໍາ ເນີນ ໄປ ຢ່າງ ເກົ່າ ແກ່ ເກີນ ໄປ ແລະ ຄວນ ຈະ ປັບປຸງ ແລະ ສ້າງ ລະບົບ ທົດ ລອງ ເພື່ອ ວ່າ ນັກ ຮຽນ ຈະ ສາ ມາດ ເຮັດ ວຽກ ໃນ ຄວາມ ຊໍານານ ຂອງ ບົດ ຮຽນ ນີ້ ໄດ້,negative
ຫ້ອງຮຽນແມ່ນຫນາເກີນໄປ,negative
ນາງສອນຫຼືເຂົ້າໃຈແລະຮຽນຮູ້ແລະມີຄວາມສະຫຼາດໃຈກັບນັກຮຽນ,positive
ສອນລາຍລະອຽດຫຼາຍ,positive
ຂອບໃຈທີ່ຂ້າພະເຈົ້າໄດ້ແກ້ໄຂບົດຮຽນໃນເດືອນທີ່ຜ່ານມາ,positive
ຄູສອນທີ່ມີຄວາມສົນໃຈແລະທັກສະການສື່ສານທີ່ດີ,positive
ຄູສອນສອນທັງຫມົດໃນປຶ້ມ,negative
ນັກ ຮຽນ don apost ແນະນໍາ ເນື້ອ ຫາ ແລະ ການ ທົດ ສອບ ແລະ ການ ທົດ ສອບ ແລະ ການ ທົດ ສອບ ເນື້ອ ຫາ ເຫຼົ່າ ນີ້ ແມ່ນ ຍາວ ເກີນ ໄປ ເທົ່າ ກັບ ເວລາ ທີ່ ພວກ ເຮົາ ເຮັດ ແລະ ການ ແຈກ ຢາຍ ຈຸດ ທີ່ ບໍ່ ສົມ ເຫດ ສົມ ຜົນ,negative
ນີ້ແມ່ນບໍ່ມີຫຼາຍປະເພດຂອງຫົວຂໍ້ອື່ນໆ,negative
ເພາະວ່າເມື່ອພວກເຂົາເຈົ້າໄປໂຮງຮຽນບໍລິສັດສ່ວນໃຫຍ່ແມ່ນມີອໍານາດໃນການເຮັດວຽກແລະການນໍາໃຊ້,neutral
ຄູສອນໄດ້ສົ່ງປະສົບການທີ່ແທ້ຈິງຫຼາຍ,neutral
ສອນທີ່ຫນ້າສົນໃຈ,positive
ຫຼາຍເກີນໄປ,negative
ຄູສອນຄວາມຮ້ອນແລະຄວາມຮູ້ສຶກແລະບົດບັນລະຍາຍທີ່ເຂົ້າໃຈໄດ້,positive
ຂ້າ ພະ ເຈົ້າ ຄິດ ວ່າ ຄູ ຄວນ ໃຫ້ ການ ຝຶກ ອົບ ຮົມ ຫຼາຍ ກ່ຽວ ກັບ ບ້ານ ເພື່ອ ເຮັດ ວຽກ ຫລາຍ ຂຶ້ນ,negative
ດັ່ງນັ້ນທ່ານຄວນຈະຂຽນໂປຣແກຣມ colonsmallsmile,negative
ດັ່ງນັ້ນຄູຈຶ່ງຄວນຈະລະບຸຊື່ຂອງທ່ານເມື່ອທ່ານໄປຫ້ອງຮຽນຫຼາຍກວ່າ colonsmilesmile,negative
ຄູສອນໄດ້ສອນຢ່າງໃກ້ຊິດຫຼາຍ,positive
ນາງ aposs ພຽງແຕ່ສະຫນັບສະຫນູນ wzjwz neutral85 ແລະ ນາງ aposs ບໍ່ເຫັນວຽກ,negative
ກຸ່ມບັງເອີນເພື່ອໃຫ້ນັກຮຽນປັບຕົວໃຫ້ກັບທ່ານໃຫມ່ແລະບໍ່ເພິ່ງພາອາໄສກຸ່ມທີ່ທ່ານ aposre ຕິດຕໍ່ພົວພັນກັບຫ້ອງຮຽນແລະບໍ່ເປັນອັນຕະລາຍຫຼາຍສໍາລັບນັກຮຽນແລະແບ່ງປັນ colonlove,positive
ເພີ່ມການຮຽນຮູ້ໃນການເຮັດວຽກແລະຂະຫຍາຍບົດຮຽນເພື່ອໃຊ້ໃນຄວາມເປັນຈິງ,negative
ມີຄວາມສຸກແລະຄວາມສຸກ,positive
ຫຼືຖ້າຫາກວ່າທ່ານເຫັນມັນບໍ່ສະບາຍໃຈໂຮງຮຽນທ່ານຄິດວ່າໂຮງຮຽນຕ້ອງການຫ້ອງຮຽນທີ່ມີຄູ doubledot ຫນຶ່ງແມ່ນເພື່ອໃຫ້ນັກຮຽນສາມາດປະຕິບັດການຖາມແລະເຮັດທຸກຄັ້ງທີ່ຈໍາເປັນ,negative
